player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
Jakub Moder,Brighton,Premier League,2021,DF,"DF,MF",647.0,DF-1,Wide attacking defenders
Joël Veltman,Brighton,Premier League,2021,DF,DF,2281.0,DF-1,Wide attacking defenders
Leandro Trossard,Brighton,Premier League,2021,MF,"MF,FW",2607.0,MF-1,Advanced attacking midfielders
Lewis Dunk,Brighton,Premier League,2021,DF,DF,2931.0,DF-0,Deep central defenders
Neal Maupay,Brighton,Premier League,2021,FW,"FW,MF",2512.0,FW-0,Low involvement centre forwards
Pascal Groß,Brighton,Premier League,2021,MF,"MF,DF",2484.0,MF-1,Advanced attacking midfielders
Solly March,Brighton,Premier League,2021,DF,"DF,MF",1672.0,DF-1,Wide attacking defenders
Steven Alzate,Brighton,Premier League,2021,MF,MF,896.0,MF-0,Deep ball winning midfielders
Tariq Lamptey,Brighton,Premier League,2021,DF,"DF,MF",886.0,DF-1,Wide attacking defenders
Yves Bissouma,Brighton,Premier League,2021,MF,MF,3111.0,MF-0,Deep ball winning midfielders
Ashley Barnes,Burnley,Premier League,2021,FW,FW,1331.0,FW-0,Low involvement centre forwards
Ashley Westwood,Burnley,Premier League,2021,MF,MF,3410.0,MF-0,Deep ball winning midfielders
Ben Mee,Burnley,Premier League,2021,DF,DF,2693.0,DF-0,Deep central defenders
Charlie Taylor,Burnley,Premier League,2021,DF,DF,2426.0,DF-1,Wide attacking defenders
Chris Wood,Burnley,Premier League,2021,FW,FW,2741.0,FW-0,Low involvement centre forwards
Dwight McNeil,Burnley,Premier League,2021,MF,MF,3069.0,MF-1,Advanced attacking midfielders
Erik Pieters,Burnley,Premier League,2021,DF,"DF,MF",1266.0,DF-1,Wide attacking defenders
Jack Cork,Burnley,Premier League,2021,MF,MF,1350.0,MF-0,Deep ball winning midfielders
James Tarkowski,Burnley,Premier League,2021,DF,DF,3240.0,DF-0,Deep central defenders
Jay Rodriguez,Burnley,Premier League,2021,FW,FW,1265.0,FW-0,Low involvement centre forwards
Josh Brownhill,Burnley,Premier League,2021,MF,MF,2813.0,MF-0,Deep ball winning midfielders
Jóhann Berg Guðmundsson,Burnley,Premier League,2021,MF,MF,1363.0,MF-1,Advanced attacking midfielders
Kevin Long,Burnley,Premier League,2021,DF,DF,637.0,DF-0,Deep central defenders
Matthew Lowton,Burnley,Premier League,2021,DF,DF,3060.0,DF-1,Wide attacking defenders
Matěj Vydra,Burnley,Premier League,2021,FW,FW,1371.0,FW-0,Low involvement centre forwards
Robbie Brady,Burnley,Premier League,2021,MF,MF,1052.0,MF-0,Deep ball winning midfielders
Andreas Christensen,Chelsea,Premier League,2021,DF,DF,1371.0,DF-0,Deep central defenders
Antonio Rüdiger,Chelsea,Premier League,2021,DF,DF,1710.0,DF-0,Deep central defenders
Ben Chilwell,Chelsea,Premier League,2021,DF,DF,2286.0,DF-1,Wide attacking defenders
Callum Hudson-Odoi,Chelsea,Premier League,2021,MF,"MF,DF",1059.0,MF-1,Advanced attacking midfielders
Christian Pulisic,Chelsea,Premier League,2021,MF,"MF,FW",1738.0,MF-1,Advanced attacking midfielders
César Azpilicueta,Chelsea,Premier League,2021,DF,DF,2188.0,DF-1,Wide attacking defenders
Hakim Ziyech,Chelsea,Premier League,2021,MF,"MF,FW",1172.0,MF-1,Advanced attacking midfielders
Jorginho,Chelsea,Premier League,2021,MF,MF,2010.0,MF-0,Deep ball winning midfielders
Kai Havertz,Chelsea,Premier League,2021,MF,"MF,FW",1520.0,MF-1,Advanced attacking midfielders
Kurt Zouma,Chelsea,Premier League,2021,DF,DF,2029.0,DF-0,Deep central defenders
Marcos Alonso,Chelsea,Premier League,2021,DF,DF,960.0,DF-1,Wide attacking defenders
Mason Mount,Chelsea,Premier League,2021,MF,MF,2890.0,MF-1,Advanced attacking midfielders
Mateo Kovačić,Chelsea,Premier League,2021,MF,MF,1815.0,MF-0,Deep ball winning midfielders
N'Golo Kanté,Chelsea,Premier League,2021,MF,MF,2146.0,MF-0,Deep ball winning midfielders
Olivier Giroud,Chelsea,Premier League,2021,FW,FW,748.0,FW-0,Low involvement centre forwards
Reece James,Chelsea,Premier League,2021,DF,DF,2373.0,DF-1,Wide attacking defenders
Tammy Abraham,Chelsea,Premier League,2021,FW,FW,1040.0,FW-0,Low involvement centre forwards
Thiago Silva,Chelsea,Premier League,2021,DF,DF,1935.0,DF-0,Deep central defenders
Timo Werner,Chelsea,Premier League,2021,FW,"FW,MF",2602.0,FW-1,Creating and carrying forwards
Andros Townsend,Crystal Palace,Premier League,2021,MF,"MF,FW",2258.0,MF-1,Advanced attacking midfielders
Cheikhou Kouyaté,Crystal Palace,Premier League,2021,DF,DF,3121.0,DF-0,Deep central defenders
Christian Benteke,Crystal Palace,Premier League,2021,FW,FW,1816.0,FW-0,Low involvement centre forwards
Eberechi Eze,Crystal Palace,Premier League,2021,MF,MF,2559.0,MF-1,Advanced attacking midfielders
Gary Cahill,Crystal Palace,Premier League,2021,DF,DF,1800.0,DF-0,Deep central defenders
James McArthur,Crystal Palace,Premier League,2021,MF,MF,1466.0,MF-0,Deep ball winning midfielders
James McCarthy,Crystal Palace,Premier League,2021,MF,MF,821.0,MF-0,Deep ball winning midfielders
James Tomkins,Crystal Palace,Premier League,2021,DF,DF,553.0,DF-0,Deep central defenders
Jaïro Riedewald,Crystal Palace,Premier League,2021,MF,MF,1820.0,MF-0,Deep ball winning midfielders
Jeffrey Schlupp,Crystal Palace,Premier League,2021,MF,MF,1428.0,MF-1,Advanced attacking midfielders
Joel Ward,Crystal Palace,Premier League,2021,DF,DF,2256.0,DF-0,Deep central defenders
Jordan Ayew,Crystal Palace,Premier League,2021,FW,"FW,MF",2096.0,FW-0,Low involvement centre forwards
Luka Milivojević,Crystal Palace,Premier League,2021,MF,MF,2359.0,MF-0,Deep ball winning midfielders
Michy Batshuayi,Crystal Palace,Premier League,2021,FW,FW,728.0,FW-0,Low involvement centre forwards
Nathaniel Clyne,Crystal Palace,Premier League,2021,DF,DF,1145.0,DF-1,Wide attacking defenders
Patrick van Aanholt,Crystal Palace,Premier League,2021,DF,DF,1777.0,DF-1,Wide attacking defenders
Scott Dann,Crystal Palace,Premier League,2021,DF,DF,1350.0,DF-0,Deep central defenders
Tyrick Mitchell,Crystal Palace,Premier League,2021,DF,DF,1710.0,DF-1,Wide attacking defenders
Wilfried Zaha,Crystal Palace,Premier League,2021,FW,FW,2612.0,FW-1,Creating and carrying forwards
Abdoulaye Doucouré,Everton,Premier League,2021,MF,MF,2443.0,MF-0,Deep ball winning midfielders
Alex Iwobi,Everton,Premier League,2021,MF,"MF,FW",1542.0,MF-1,Advanced attacking midfielders
Allan,Everton,Premier League,2021,MF,MF,2051.0,MF-0,Deep ball winning midfielders
André Gomes,Everton,Premier League,2021,MF,MF,1570.0,MF-0,Deep ball winning midfielders
Ben Godfrey,Everton,Premier League,2021,DF,DF,2685.0,DF-0,Deep central defenders
Bernard,Everton,Premier League,2021,MF,"MF,FW",455.0,MF-1,Advanced attacking midfielders
Dominic Calvert-Lewin,Everton,Premier League,2021,FW,FW,2871.0,FW-0,Low involvement centre forwards
Gylfi Sigurðsson,Everton,Premier League,2021,MF,MF,2253.0,MF-1,Advanced attacking midfielders
James Rodríguez,Everton,Premier League,2021,FW,"FW,MF",1764.0,FW-1,Creating and carrying forwards
Lucas Digne,Everton,Premier League,2021,DF,"DF,MF",2681.0,DF-1,Wide attacking defenders
Mason Holgate,Everton,Premier League,2021,DF,DF,2287.0,DF-0,Deep central defenders
Michael Keane,Everton,Premier League,2021,DF,DF,2991.0,DF-0,Deep central defenders
Richarlison,Everton,Premier League,2021,FW,"FW,MF",2861.0,FW-0,Low involvement centre forwards
Séamus Coleman,Everton,Premier League,2021,DF,"DF,MF",1613.0,DF-1,Wide attacking defenders
Tom Davies,Everton,Premier League,2021,MF,MF,1423.0,MF-0,Deep ball winning midfielders
Yerry Mina,Everton,Premier League,2021,DF,DF,1937.0,DF-0,Deep central defenders
Ademola Lookman,Fulham,Premier League,2021,MF,"MF,FW",2747.0,MF-1,Advanced attacking midfielders
Aleksandar Mitrović,Fulham,Premier League,2021,FW,FW,1402.0,FW-0,Low involvement centre forwards
Andre-Frank Zambo Anguissa,Fulham,Premier League,2021,MF,MF,2587.0,MF-0,Deep ball winning midfielders
Antonee Robinson,Fulham,Premier League,2021,DF,DF,2162.0,DF-1,Wide attacking defenders
Bobby Reid,Fulham,Premier League,2021,MF,"MF,DF",2372.0,MF-1,Advanced attacking midfielders
Harrison Reed,Fulham,Premier League,2021,MF,MF,2247.0,MF-0,Deep ball winning midfielders
Ivan Cavaleiro,Fulham,Premier League,2021,FW,"FW,MF",2472.0,FW-1,Creating and carrying forwards
Joachim Andersen,Fulham,Premier League,2021,DF,DF,2730.0,DF-0,Deep central defenders
Joe Bryan,Fulham,Premier League,2021,DF,"DF,MF",669.0,DF-1,Wide attacking defenders
Josh Maja,Fulham,Premier League,2021,FW,FW,810.0,FW-0,Low involvement centre forwards
Kenny Tete,Fulham,Premier League,2021,DF,"DF,MF",1481.0,DF-1,Wide attacking defenders
Mario Lemina,Fulham,Premier League,2021,MF,MF,1703.0,MF-0,Deep ball winning midfielders
Ola Aina,Fulham,Premier League,2021,DF,DF,2664.0,DF-0,Deep central defenders
Ruben Loftus-Cheek,Fulham,Premier League,2021,MF,"MF,FW",1909.0,MF-1,Advanced attacking midfielders
Tim Ream,Fulham,Premier League,2021,DF,DF,630.0,DF-0,Deep central defenders
Tom Cairney,Fulham,Premier League,2021,MF,MF,759.0,MF-1,Advanced attacking midfielders
Tosin Adarabioyo,Fulham,Premier League,2021,DF,DF,2953.0,DF-0,Deep central defenders
Diego Llorente,Leeds United,Premier League,2021,DF,DF,1204.0,DF-0,Deep central defenders
Ezgjan Alioski,Leeds United,Premier League,2021,DF,"DF,MF",2461.0,DF-1,Wide attacking defenders
Hélder Costa,Leeds United,Premier League,2021,MF,"MF,FW",1156.0,MF-1,Advanced attacking midfielders
Jack Harrison,Leeds United,Premier League,2021,MF,"MF,FW",2847.0,MF-1,Advanced attacking midfielders
Jamie Shackleton,Leeds United,Premier League,2021,MF,"MF,DF",461.0,MF-0,Deep ball winning midfielders
Kalvin Phillips,Leeds United,Premier League,2021,MF,MF,2428.0,MF-0,Deep ball winning midfielders
Liam Cooper,Leeds United,Premier League,2021,DF,DF,2185.0,DF-0,Deep central defenders
Luke Ayling,Leeds United,Premier League,2021,DF,DF,3399.0,DF-1,Wide attacking defenders
Mateusz Klich,Leeds United,Premier League,2021,MF,MF,2393.0,MF-1,Advanced attacking midfielders
Pascal Struijk,Leeds United,Premier League,2021,DF,"DF,MF",2075.0,DF-0,Deep central defenders
Patrick Bamford,Leeds United,Premier League,2021,FW,FW,3050.0,FW-0,Low involvement centre forwards
Raphinha,Leeds United,Premier League,2021,MF,"MF,FW",2360.0,MF-1,Advanced attacking midfielders
Robin Koch,Leeds United,Premier League,2021,DF,"DF,MF",1132.0,DF-0,Deep central defenders
Rodrigo,Leeds United,Premier League,2021,MF,"MF,FW",1288.0,MF-1,Advanced attacking midfielders
Stuart Dallas,Leeds United,Premier League,2021,MF,"MF,DF",3409.0,MF-0,Deep ball winning midfielders
Tyler Roberts,Leeds United,Premier League,2021,MF,"MF,FW",1340.0,MF-1,Advanced attacking midfielders
Ayoze Pérez,Leicester City,Premier League,2021,MF,"MF,FW",1331.0,MF-1,Advanced attacking midfielders
Christian Fuchs,Leicester City,Premier League,2021,DF,DF,702.0,DF-0,Deep central defenders
Daniel Amartey,Leicester City,Premier League,2021,DF,DF,722.0,DF-0,Deep central defenders
Dennis Praet,Leicester City,Premier League,2021,MF,MF,718.0,MF-1,Advanced attacking midfielders
Harvey Barnes,Leicester City,Premier League,2021,MF,MF,1945.0,MF-1,Advanced attacking midfielders
James Justin,Leicester City,Premier League,2021,DF,DF,2070.0,DF-1,Wide attacking defenders
James Maddison,Leicester City,Premier League,2021,MF,MF,2099.0,MF-1,Advanced attacking midfielders
Jamie Vardy,Leicester City,Premier League,2021,FW,FW,2840.0,FW-0,Low involvement centre forwards
Jonny Evans,Leicester City,Premier League,2021,DF,DF,2473.0,DF-0,Deep central defenders
Kelechi Iheanacho,Leicester City,Premier League,2021,FW,FW,1459.0,FW-1,Creating and carrying forwards
Luke Thomas,Leicester City,Premier League,2021,DF,DF,969.0,DF-1,Wide attacking defenders
Marc Albrighton,Leicester City,Premier League,2021,MF,"MF,DF",1746.0,MF-1,Advanced attacking midfielders
Nampalys Mendy,Leicester City,Premier League,2021,MF,MF,1459.0,MF-0,Deep ball winning midfielders
Ricardo Pereira,Leicester City,Premier League,2021,DF,"DF,FW",959.0,DF-1,Wide attacking defenders
Timothy Castagne,Leicester City,Premier League,2021,DF,DF,2345.0,DF-1,Wide attacking defenders
Wesley Fofana,Leicester City,Premier League,2021,DF,DF,2262.0,DF-0,Deep central defenders
Wilfred Ndidi,Leicester City,Premier League,2021,MF,"MF,DF",2176.0,MF-0,Deep ball winning midfielders
Youri Tielemans,Leicester City,Premier League,2021,MF,MF,3357.0,MF-0,Deep ball winning midfielders
Çağlar Söyüncü,Leicester City,Premier League,2021,DF,DF,1819.0,DF-0,Deep central defenders
Andrew Robertson,Liverpool,Premier League,2021,DF,DF,3383.0,DF-1,Wide attacking defenders
Curtis Jones,Liverpool,Premier League,2021,MF,MF,1179.0,MF-1,Advanced attacking midfielders
Diogo Jota,Liverpool,Premier League,2021,FW,"FW,MF",1112.0,FW-1,Creating and carrying forwards
Fabinho,Liverpool,Premier League,2021,DF,"DF,MF",2567.0,DF-0,Deep central defenders
Georginio Wijnaldum,Liverpool,Premier League,2021,MF,MF,2941.0,MF-0,Deep ball winning midfielders
James Milner,Liverpool,Premier League,2021,MF,"MF,DF",1070.0,MF-0,Deep ball winning midfielders
Joe Gomez,Liverpool,Premier League,2021,DF,DF,590.0,DF-0,Deep central defenders
Jordan Henderson,Liverpool,Premier League,2021,MF,"MF,DF",1704.0,MF-0,Deep ball winning midfielders
Joël Matip,Liverpool,Premier League,2021,DF,DF,691.0,DF-0,Deep central defenders
Mohamed Salah,Liverpool,Premier League,2021,FW,FW,3078.0,FW-1,Creating and carrying forwards
Naby Keïta,Liverpool,Premier League,2021,MF,MF,520.0,MF-0,Deep ball winning midfielders
Nathaniel Phillips,Liverpool,Premier League,2021,DF,DF,1456.0,DF-0,Deep central defenders
Ozan Kabak,Liverpool,Premier League,2021,DF,DF,801.0,DF-0,Deep central defenders
Rhys Williams,Liverpool,Premier League,2021,DF,DF,661.0,DF-0,Deep central defenders
Roberto Firmino,Liverpool,Premier League,2021,FW,FW,2838.0,FW-1,Creating and carrying forwards
Sadio Mané,Liverpool,Premier League,2021,FW,"FW,MF",2810.0,FW-1,Creating and carrying forwards
Thiago Alcántara,Liverpool,Premier League,2021,MF,MF,1854.0,MF-0,Deep ball winning midfielders
Trent Alexander-Arnold,Liverpool,Premier League,2021,DF,DF,3031.0,DF-1,Wide attacking defenders
Xherdan Shaqiri,Liverpool,Premier League,2021,MF,"MF,FW",556.0,MF-1,Advanced attacking midfielders
Aymeric Laporte,Manchester City,Premier League,2021,DF,DF,1344.0,DF-0,Deep central defenders
Benjamin Mendy,Manchester City,Premier League,2021,DF,DF,953.0,DF-1,Wide attacking defenders
Bernardo Silva,Manchester City,Premier League,2021,MF,"MF,FW",2065.0,MF-1,Advanced attacking midfielders
Fernandinho,Manchester City,Premier League,2021,MF,MF,1188.0,MF-0,Deep ball winning midfielders
Ferrán Torres,Manchester City,Premier League,2021,FW,"FW,MF",1306.0,FW-1,Creating and carrying forwards
Gabriel Jesus,Manchester City,Premier League,2021,FW,FW,2063.0,FW-1,Creating and carrying forwards
John Stones,Manchester City,Premier League,2021,DF,DF,1933.0,DF-0,Deep central defenders
João Cancelo,Manchester City,Premier League,2021,DF,"DF,MF",2299.0,DF-1,Wide attacking defenders
Kevin De Bruyne,Manchester City,Premier League,2021,MF,MF,1997.0,MF-1,Advanced attacking midfielders
Kyle Walker,Manchester City,Premier League,2021,DF,DF,1946.0,DF-1,Wide attacking defenders
Nathan Aké,Manchester City,Premier League,2021,DF,DF,797.0,DF-0,Deep central defenders
Oleksandr Zinchenko,Manchester City,Premier League,2021,DF,DF,1478.0,DF-1,Wide attacking defenders
Phil Foden,Manchester City,Premier League,2021,FW,"FW,MF",1616.0,FW-1,Creating and carrying forwards
Raheem Sterling,Manchester City,Premier League,2021,FW,"FW,MF",2536.0,FW-1,Creating and carrying forwards
Riyad Mahrez,Manchester City,Premier League,2021,FW,"FW,MF",1949.0,FW-1,Creating and carrying forwards
Rodri,Manchester City,Premier League,2021,MF,MF,2748.0,MF-0,Deep ball winning midfielders
Rúben Dias,Manchester City,Premier League,2021,DF,DF,2843.0,DF-0,Deep central defenders
Sergio Agüero,Manchester City,Premier League,2021,FW,FW,559.0,FW-0,Low involvement centre forwards
İlkay Gündoğan,Manchester City,Premier League,2021,MF,MF,2029.0,MF-1,Advanced attacking midfielders
Aaron Wan-Bissaka,Manchester Utd,Premier League,2021,DF,DF,3060.0,DF-1,Wide attacking defenders
Alex Telles,Manchester Utd,Premier League,2021,DF,DF,690.0,DF-1,Wide attacking defenders
Anthony Martial,Manchester Utd,Premier League,2021,FW,"FW,MF",1480.0,FW-0,Low involvement centre forwards
Bruno Fernandes,Manchester Utd,Premier League,2021,MF,MF,3099.0,MF-1,Advanced attacking midfielders
Daniel James,Manchester Utd,Premier League,2021,MF,MF,910.0,MF-1,Advanced attacking midfielders
Donny van de Beek,Manchester Utd,Premier League,2021,MF,MF,524.0,MF-0,Deep ball winning midfielders
Edinson Cavani,Manchester Utd,Premier League,2021,FW,FW,1375.0,FW-0,Low involvement centre forwards
Eric Bailly,Manchester Utd,Premier League,2021,DF,DF,916.0,DF-0,Deep central defenders
Fred,Manchester Utd,Premier League,2021,MF,MF,2390.0,MF-0,Deep ball winning midfielders
Harry Maguire,Manchester Utd,Premier League,2021,DF,DF,3047.0,DF-0,Deep central defenders
Juan Mata,Manchester Utd,Premier League,2021,MF,MF,509.0,MF-1,Advanced attacking midfielders
Luke Shaw,Manchester Utd,Premier League,2021,DF,DF,2654.0,DF-1,Wide attacking defenders
Marcus Rashford,Manchester Utd,Premier League,2021,MF,"MF,FW",2920.0,MF-1,Advanced attacking midfielders
Mason Greenwood,Manchester Utd,Premier League,2021,MF,"MF,FW",1822.0,MF-1,Advanced attacking midfielders
Nemanja Matić,Manchester Utd,Premier League,2021,MF,MF,1106.0,MF-0,Deep ball winning midfielders
Paul Pogba,Manchester Utd,Premier League,2021,MF,MF,1897.0,MF-0,Deep ball winning midfielders
Scott McTominay,Manchester Utd,Premier League,2021,MF,MF,2129.0,MF-0,Deep ball winning midfielders
Victor Lindelöf,Manchester Utd,Premier League,2021,DF,DF,2585.0,DF-0,Deep central defenders
Allan Saint-Maximin,Newcastle Utd,Premier League,2021,FW,"FW,MF",1560.0,FW-1,Creating and carrying forwards
Callum Wilson,Newcastle Utd,Premier League,2021,FW,FW,2084.0,FW-0,Low involvement centre forwards
Ciaran Clark,Newcastle Utd,Premier League,2021,DF,DF,1891.0,DF-0,Deep central defenders
Dwight Gayle,Newcastle Utd,Premier League,2021,FW,"FW,MF",514.0,FW-0,Low involvement centre forwards
Emil Krafth,Newcastle Utd,Premier League,2021,DF,DF,1288.0,DF-0,Deep central defenders
Fabian Schär,Newcastle Utd,Premier League,2021,DF,DF,1246.0,DF-0,Deep central defenders
Federico Fernández,Newcastle Utd,Premier League,2021,DF,DF,2079.0,DF-0,Deep central defenders
Isaac Hayden,Newcastle Utd,Premier League,2021,MF,"MF,DF",1942.0,MF-0,Deep ball winning midfielders
Jacob Murphy,Newcastle Utd,Premier League,2021,DF,"DF,MF",1626.0,DF-1,Wide attacking defenders
Jamaal Lascelles,Newcastle Utd,Premier League,2021,DF,DF,1625.0,DF-0,Deep central defenders
Jamal Lewis,Newcastle Utd,Premier League,2021,DF,DF,1837.0,DF-1,Wide attacking defenders
Javier Manquillo,Newcastle Utd,Premier League,2021,DF,DF,825.0,DF-1,Wide attacking defenders
Jeff Hendrick,Newcastle Utd,Premier League,2021,MF,MF,1422.0,MF-0,Deep ball winning midfielders
Joe Willock,Newcastle Utd,Premier League,2021,MF,MF,978.0,MF-1,Advanced attacking midfielders
Joelinton,Newcastle Utd,Premier League,2021,FW,"FW,MF",1983.0,FW-0,Low involvement centre forwards
Jonjo Shelvey,Newcastle Utd,Premier League,2021,MF,MF,2617.0,MF-0,Deep ball winning midfielders
Matt Ritchie,Newcastle Utd,Premier League,2021,DF,"DF,MF",1350.0,DF-1,Wide attacking defenders
Miguel Almirón,Newcastle Utd,Premier League,2021,MF,"MF,FW",2429.0,MF-1,Advanced attacking midfielders
Paul Dummett,Newcastle Utd,Premier League,2021,DF,DF,1255.0,DF-0,Deep central defenders
Ryan Fraser,Newcastle Utd,Premier League,2021,FW,"FW,MF",928.0,FW-1,Creating and carrying forwards
Sean Longstaff,Newcastle Utd,Premier League,2021,MF,MF,1412.0,MF-0,Deep ball winning midfielders
Ben Osborn,Sheffield Utd,Premier League,2021,MF,"MF,DF",1604.0,MF-1,Advanced attacking midfielders
Billy Sharp,Sheffield Utd,Premier League,2021,FW,FW,735.0,FW-0,Low involvement centre forwards
Chris Basham,Sheffield Utd,Premier League,2021,DF,"DF,MF",2576.0,DF-0,Deep central defenders
David McGoldrick,Sheffield Utd,Premier League,2021,FW,"FW,MF",2397.0,FW-0,Low involvement centre forwards
Enda Stevens,Sheffield Utd,Premier League,2021,DF,DF,2700.0,DF-1,Wide attacking defenders
Ethan Ampadu,Sheffield Utd,Premier League,2021,DF,"DF,MF",2089.0,DF-0,Deep central defenders
George Baldock,Sheffield Utd,Premier League,2021,DF,DF,2787.0,DF-1,Wide attacking defenders
Jack Robinson,Sheffield Utd,Premier League,2021,DF,DF,877.0,DF-0,Deep central defenders
Jayden Bogle,Sheffield Utd,Premier League,2021,DF,"DF,MF",1110.0,DF-1,Wide attacking defenders
John Egan,Sheffield Utd,Premier League,2021,DF,DF,2629.0,DF-0,Deep central defenders
John Fleck,Sheffield Utd,Premier League,2021,MF,MF,2575.0,MF-0,Deep ball winning midfielders
John Lundstram,Sheffield Utd,Premier League,2021,MF,MF,2032.0,MF-0,Deep ball winning midfielders
Kean Bryan,Sheffield Utd,Premier League,2021,DF,DF,1004.0,DF-0,Deep central defenders
Max Lowe,Sheffield Utd,Premier League,2021,DF,DF,550.0,DF-1,Wide attacking defenders
Oliver Burke,Sheffield Utd,Premier League,2021,FW,FW,1269.0,FW-0,Low involvement centre forwards
Oliver McBurnie,Sheffield Utd,Premier League,2021,FW,FW,1324.0,FW-0,Low involvement centre forwards
Oliver Norwood,Sheffield Utd,Premier League,2021,MF,MF,2220.0,MF-0,Deep ball winning midfielders
Phil Jagielka,Sheffield Utd,Premier League,2021,DF,DF,526.0,DF-0,Deep central defenders
Rhian Brewster,Sheffield Utd,Premier League,2021,FW,"FW,MF",1128.0,FW-0,Low involvement centre forwards
Sander Berge,Sheffield Utd,Premier League,2021,MF,MF,1120.0,MF-0,Deep ball winning midfielders
Che Adams,Southampton,Premier League,2021,FW,FW,2667.0,FW-0,Low involvement centre forwards
Danny Ings,Southampton,Premier League,2021,FW,FW,2173.0,FW-0,Low involvement centre forwards
Ibrahima Diallo,Southampton,Premier League,2021,MF,MF,1020.0,MF-0,Deep ball winning midfielders
Jack Stephens,Southampton,Premier League,2021,DF,DF,1537.0,DF-0,Deep central defenders
James Ward-Prowse,Southampton,Premier League,2021,MF,MF,3420.0,MF-0,Deep ball winning midfielders
Jan Bednarek,Southampton,Premier League,2021,DF,DF,3100.0,DF-0,Deep central defenders
Jannik Vestergaard,Southampton,Premier League,2021,DF,DF,2574.0,DF-0,Deep central defenders
Kyle Walker-Peters,Southampton,Premier League,2021,DF,DF,2645.0,DF-1,Wide attacking defenders
Mohammed Salisu,Southampton,Premier League,2021,DF,DF,844.0,DF-0,Deep central defenders
Moussa Djenepo,Southampton,Premier League,2021,MF,MF,1240.0,MF-0,Deep ball winning midfielders
Nathan Redmond,Southampton,Premier League,2021,MF,"MF,FW",1738.0,MF-1,Advanced attacking midfielders
Nathan Tella,Southampton,Premier League,2021,FW,"FW,MF",745.0,FW-0,Low involvement centre forwards
